"m/z","RT","intensity","traceID","envelopeID"
"660.403381","2280.87","16.119978","0","0"
"660.403503","2279.35","18.263023","0","0"
"660.40448","2276.29","27.983644","0","0"
"660.40625","2283.93","16.705643","0","0"
"660.422241","2273.21","3.585133","0","0"
"660.43811","2276.29","2.730179","0","0"
"660.446777","2279.35","2.989787","0","0"
"660.469666","2283.93","2.221952","0","0"
"660.500671","2277.81","2.025944","0","0"
"660.507874","2279.35","1.993279","0","0"
"660.513062","2282.4","2.367253","0","0"
"660.518738","2274.75","3.449601","0","0"
"660.560425","2280.87","45.816826","0","0"
"660.561218","2276.29","67.578224","0","0"
"660.561829","2283.93","33.418751","0","0"
"660.562256","2274.75","88.591751","0","0"
"660.562866","2282.4","39.05756","0","0"
"660.563049","2277.81","56.028419","0","0"
"660.563171","2273.21","83.843094","0","0"
"660.563477","2279.35","58.432117","0","0"
"660.598816","2276.29","6.82632","0","0"
"660.607666","2282.4","3.551143","0","0"
"660.608765","2273.21","3.921536","0","0"
"660.614258","2274.75","2.029752","0","0"
"660.622253","2279.35","2.657935","0","0"
"660.624084","2277.81","4.727646","0","0"
"660.642395","2274.75","2.026163","0","0"
"660.650269","2282.4","1.775623","0","0"
"660.652771","2279.35","4.319235","0","0"
"660.65387","2276.29","4.91514","0","0"
"660.667053","2283.93","8.061212","0","0"
"660.672302","2273.21","3.921676","0","0"
"660.673828","2274.75","4.059693","0","0"
"660.688171","2279.35","5.980625","0","0"
"660.699097","2282.4","1.775691","0","0"
"660.718506","2276.29","2.048065","0","0"
"660.720337","2279.35","1.196156","0","0"
"660.742004","2280.87","26.876013","3459","4"
"660.743958","2273.21","15.983545","0","0"
"660.74408","2277.81","19.246469","0","0"
"660.745361","2283.93","34.534618","3459","4"
"660.745667","2274.75","11.166532","0","0"
"660.747314","2279.35","25.234657","0","0"
"660.747498","2276.29","19.115776","0","0"
"660.750854","2282.4","25.452568","3459","4"
"660.80896","2276.29","50.181046","0","0"
"660.809326","2282.4","25.512836","0","0"
"660.809387","2283.93","25.065224","0","0"
"660.811768","2279.35","29.230721","0","0"
"660.812134","2277.81","33.750114","0","0"
"660.812134","2280.87","30.710526","0","0"
"660.812378","2273.21","83.541016","0","0"
"660.813354","2274.75","53.549938","0","0"
"660.843994","2280.87","1.278351","0","0"
"660.846619","2277.81","6.75492","0","0"
"660.847839","2282.4","7.695581","0","0"
"660.883728","2276.29","8.875998","0","0"
"660.891663","2274.75","2.030181","0","0"
"660.896851","2273.21","3.268625","0","0"
"660.903259","2283.93","1.111339","0","0"
"660.915405","2283.93","1.670659","0","0"
"660.9198","2282.4","2.367982","0","0"
"660.931396","2273.21","1.307488","0","0"
"660.941833","2276.29","2.731215","0","0"
"660.941956","2274.75","1.351081","0","0"
"660.953857","2279.35","5.981817","0","0"
"660.9646","2283.93","7.229478","0","0"
"660.990906","2277.81","4.728984","0","0"
"660.991455","2283.93","1.111416","0","0"
"661.010498","2279.35","7.976062","0","0"
"661.01886","2277.81","1.351159","0","0"
"661.021484","2282.4","1.184082","0","0"
"661.022705","2283.93","3.341585","0","0"
"661.042419","2280.87","2.557074","0","0"
"661.05188","2282.4","5.624522","0","0"
"661.058105","2283.93","14.483624","0","0"
"661.05835","2274.75","32.483341","0","0"
"661.058838","2279.35","19.193571","0","0"
"661.060242","2273.21","44.046513","0","0"
"661.061218","2277.81","21.615635","0","0"
"661.063843","2276.29","37.216179","0","0"
"661.064941","2280.87","14.45874","0","0"
"661.075989","2282.4","4.44049","0","0"
"661.091675","2277.81","8.107532","0","0"
"661.094421","2279.35","3.32361","0","0"
"661.101562","2283.93","1.111507","0","0"
"661.107117","2276.29","1.024334","0","0"
"661.112671","2274.75","3.378181","0","0"
"661.114746","2279.35","1.329464","0","0"
"661.147095","2283.93","1.670953","0","0"
"661.186157","2274.75","2.026998","0","0"
"661.186646","2280.87","1.918019","0","0"
"661.1922","2282.4","1.184235","0","0"
"661.2052","2279.35","1.994331","0","0"
"661.206787","2277.81","6.081068","0","0"
"661.217712","2274.75","1.015335","0","0"
"661.234009","2274.75","3.589143","0","0"
"661.238098","2282.4","12.434834","0","0"
"661.239624","2280.87","6.908752","0","0"
"661.243958","2277.81","15.539239","0","0"
"661.245483","2273.21","7.834074","0","0"
"661.255005","2276.29","18.098568","0","0"
"661.256287","2283.93","16.438412","0","0"
"661.260681","2280.87","8.003119","0","0"
"661.263306","2279.35","24.319017","0","0"
"661.263916","2273.21","3.852262","0","0"
"661.263977","2274.75","4.875256","0","0"
"661.27179","2282.4","8.58621","0","0"
"661.301025","2276.29","10.927898","0","0"
"661.302063","2279.35","7.972471","0","0"
"661.304321","2280.87","14.395542","0","0"
"661.305054","2283.93","15.884994","0","0"
"661.30603","2274.75","32.153439","0","0"
"661.306458","2277.81","30.057114","0","0"
"661.307373","2282.4","13.619987","0","0"
"661.31073","2273.21","23.167416","0","0"
"661.334229","2280.87","9.280603","0","0"
"661.338379","2279.35","1.329691","0","0"
"661.348206","2273.21","4.577684","0","0"
"661.357666","2283.93","1.115356","0","0"
"661.371399","2277.81","6.554884","0","0"
"661.405884","2274.75","24.366127","0","0"
"661.407349","2276.29","6.14739","0","0"
"661.408569","2283.93","8.349175","0","0"
"661.410034","2279.35","6.645165","0","0"
"661.410339","2273.21","9.141199","0","0"
"661.414734","2280.87","15.037961","0","0"
"661.417725","2277.81","4.054735","0","0"
"661.439941","2279.35","2.659571","0","0"
"661.468567","2279.35","5.984183","0","0"
"661.4729","2280.87","2.557917","0","0"
"661.478088","2273.21","1.308027","0","0"
"661.501709","2273.21","5.090501","0","0"
"661.528564","2277.81","2.02752","0","0"
"661.538513","2273.21","3.588153","0","0"
"661.549255","2279.35","6.981959","0","0"
"661.551025","2283.93","10.592011","0","0"
"661.55426","2277.81","8.786095","0","0"
"661.556641","2274.75","21.338446","0","0"
"661.557556","2276.29","12.979239","0","0"
"661.561462","2282.4","10.957258","0","0"
"661.562439","2280.87","7.354466","0","0"
"661.570374","2273.21","12.745095","0","0"
"661.575745","2279.35","5.319741","0","0"
"661.584412","2274.75","7.792547","0","0"
"661.584839","2277.81","1.351738","0","0"
"661.609924","2280.87","2.558177","0","0"
"661.617004","2276.29","3.074183","0","0"
"661.620911","2282.4","2.369235","0","0"
"661.64209","2283.93","10.85801","0","0"
"661.645752","2280.87","2.238464","0","0"
"661.647278","2282.4","1.066177","0","0"
"661.649353","2274.75","2.703603","0","0"
"661.649658","2273.21","2.616391","0","0"
"661.650696","2276.29","7.173274","0","0"
"661.661133","2282.4","2.665477","0","0"
"661.678284","2277.81","1.689792","0","0"
"661.684998","2276.29","4.099141","0","0"
"661.697144","2280.87","3.197927","0","0"
"661.703369","2273.21","1.962377","0","0"
"661.734924","2274.75","4.731584","0","0"
"661.73584","2276.29","5.124083","0","0"
"661.747681","2280.87","4.157428","0","0"
"661.749023","2279.35","20.280401","0","0"
"661.753479","2282.4","16.29015","0","0"
"661.753662","2277.81","19.940596","0","0"
"661.754761","2283.93","17.273174","0","0"
"661.760681","2276.29","8.881945","0","0"
"661.760803","2274.75","13.213881","0","0"
"661.761963","2280.87","2.494509","0","0"
"661.764587","2273.21","17.638498","0","0"
"661.811646","2277.81","40.871674","0","0"
"661.812622","2283.93","31.497007","0","0"
"661.812805","2282.4","20.141516","0","0"
"661.813232","2276.29","34.162708","0","0"
"661.81366","2280.87","36.495975","0","0"
"661.814636","2273.21","47.017391","0","0"
"661.814636","2274.75","51.820179","0","0"
"661.816345","2279.35","21.598925","0","0"
"661.862122","2277.81","1.352024","0","0"
"661.864929","2280.87","2.238833","0","0"
"661.869446","2283.93","1.112155","0","0"
"661.875732","2274.75","1.352035","0","0"
"661.882812","2276.29","2.733159","0","0"
"661.886475","2277.81","4.394155","0","0"
"661.905762","2283.93","2.507858","0","0"
"661.9104","2277.81","2.028111","0","0"
"661.918823","2280.87","3.198454","0","0"
"661.934509","2283.93","2.784157","0","0"
"661.952026","2274.75","5.408438","0","0"
"661.962219","2273.21","1.633817","0","0"
"661.964539","2283.93","1.334679","0","0"
"661.965454","2282.4","7.10947","0","0"
"661.976807","2279.35","5.986501","0","0"
"661.97699","2280.87","4.797879","0","0"
"661.983032","2283.93","1.668376","0","0"
"661.984375","2282.4","4.739803","0","0"
"661.991882","2276.29","1.366692","0","0"
"662.00708","2279.35","2.99332","0","0"
"662.010193","2274.75","3.380436","0","0"
"662.045227","2276.29","8.200474","0","0"
"662.04895","2274.75","5.419753","0","0"
"662.049133","2280.87","11.199373","0","0"
"662.051086","2273.21","7.840675","0","0"
"662.05188","2277.81","12.846041","0","0"
"662.056946","2279.35","7.649826","0","0"
"662.059998","2282.4","7.702572","0","0"
"662.061829","2283.93","8.342431","0","0"
"662.067261","2274.75","7.111969","0","0"
"662.078003","2273.21","1.962937","0","0"
"662.10968","2280.87","3.83874","0","0"
"662.132629","2279.35","2.660966","0","0"
"662.133362","2282.4","4.147768","0","0"
"662.162354","2280.87","2.559245","0","0"
"662.186096","2282.4","1.777687","0","0"
"662.187622","2274.75","3.380882","0","0"
"662.20636","2276.29","3.417241","0","0"
"662.208435","2280.87","3.199157","0","0"
"662.209106","2283.93","1.668656","0","0"
"662.212708","2274.75","4.057142","0","0"
"662.213745","2282.4","1.777721","0","0"
"662.217285","2279.35","1.330571","0","0"
"662.250732","2282.4","6.874059","0","0"
"662.252869","2280.87","13.124218","0","0"
"662.256714","2274.75","5.424242","0","0"
"662.258545","2279.35","5.987725","0","0"
"662.25946","2273.21","6.538525","0","0"
"662.2677","2276.29","14.011343","0","0"
"662.283569","2279.35","3.988274","0","0"
"662.28363","2280.87","1.343723","0","0"
"662.285706","2283.93","12.822773","0","0"
"662.289734","2282.4","1.185214","0","0"
"662.310364","2277.81","40.221416","0","0"
"662.312317","2274.75","33.232178","0","0"
"662.314575","2273.21","46.391499","0","0"
"662.314697","2283.93","14.452024","0","0"
"662.316406","2280.87","29.227964","0","0"
"662.316895","2276.29","40.669102","0","0"
"662.317078","2282.4","22.815903","0","0"
"662.319092","2279.35","30.927395","0","0"
"662.349609","2277.81","5.410129","0","0"
"662.360352","2283.93","4.181256","0","0"
"662.389771","2279.35","1.996114","0","0"
"662.403809","2277.81","1.014431","0","0"
"662.408875","2273.21","2.943318","0","0"
"662.417236","2279.35","6.653904","0","0"
"662.422668","2282.4","3.556023","0","0"
"662.47583","2273.21","1.309015","0","0"
"662.530396","2273.21","3.927205","0","0"
"662.546143","2280.87","5.381396","0","0"
"662.549133","2282.4","5.334492","0","0"
"662.550049","2279.35","11.978148","0","0"
"662.550476","2274.75","4.73456","0","0"
"662.55719","2276.29","6.152739","0","0"
"662.557922","2283.93","4.458191","0","0"
"662.573242","2280.87","3.200044","0","0"
"662.58075","2283.93","1.392756","0","0"
"662.593567","2279.35","1.597139","0","0"
"662.606079","2282.4","2.963739","0","0"
"662.618958","2273.21","10.776967","0","0"
"662.621399","2283.93","8.076784","0","0"
"662.622681","2279.35","3.793282","0","0"
"662.625366","2276.29","10.255023","0","0"
"662.632141","2277.81","4.058426","0","0"
"662.634338","2282.4","1.778287","0","0"
"662.650757","2273.21","1.309191","0","0"
"662.659973","2279.35","3.327534","0","0"
"662.676758","2283.93","3.894887","0","0"
"662.684937","2273.21","1.571065","0","0"
"662.686279","2276.29","2.734817","0","0"
"662.68634","2277.81","5.0732","0","0"
"662.691528","2282.4","3.556706","0","0"
"662.704529","2279.35","1.33106","0","0"
"662.71637","2273.21","3.273134","0","0"
"662.716492","2280.87","2.560313","0","0"
"662.722168","2274.75","6.771786","0","0"
"662.729675","2282.4","2.964015","0","0"
"662.745361","2279.35","7.321063","0","0"
"662.745422","2273.21","3.269567","0","0"
"662.751343","2283.93","9.206781","0","0"
"662.75238","2274.75","3.729654","0","0"
"662.753174","2277.81","13.190955","0","0"
"662.760193","2273.21","1.96395","0","0"
"662.76416","2280.87","1.536244","0","0"
"662.768738","2276.29","2.734982","0","0"
"662.775513","2282.4","4.74259","0","0"
"662.787598","2283.93","3.177279","0","0"
"662.792236","2279.35","1.996722","0","0"
"662.800659","2273.21","15.686607","0","0"
"662.810791","2282.4","7.706932","0","0"
"662.810791","2283.93","6.135719","0","0"
"662.81134","2280.87","9.289068","0","0"
"662.813171","2274.75","15.581179","0","0"
"662.814087","2277.81","20.294876","0","0"
"662.814636","2276.29","19.829306","0","0"
"662.817139","2279.35","11.97692","0","0"
"662.828064","2283.93","1.393016","0","0"
"662.838013","2282.4","2.964276","0","0"
"662.84552","2273.21","2.942467","0","0"
"662.845642","2280.87","5.441209","0","0"
"662.846375","2279.35","1.664004","0","0"
"662.853638","2277.81","1.353033","0","0"
"662.878723","2280.87","1.280314","0","0"
"662.878845","2282.4","2.371489","0","0"
"662.882751","2273.21","4.250143","0","0"
"662.926025","2280.87","1.28036","0","0"
"662.933594","2276.29","1.367664","0","0"
"662.935486","2279.35","1.996938","0","0"
"662.938843","2282.4","3.260929","0","0"
"662.955994","2279.35","4.659625","0","0"
"662.970032","2280.87","4.801504","0","0"
"662.978882","2283.93","1.673262","0","0"
"662.990601","2273.21","6.862262","0","0"
"659.000488","2377.75","40.725838","3498","3"
"659.001404","2373.15","114.035172","3498","3"
"659.001526","2363.92","74.918373","3498","3"
"659.001526","2367.0","115.853935","3498","3"
"659.002197","2371.62","62.056812","3498","3"
"659.002991","2359.19","39.479248","3498","3"
"659.003113","2360.79","76.093468","3498","3"
"659.003174","2368.54","74.697685","3498","3"
"659.003174","2374.69","79.368439","3498","3"
"659.003479","2362.38","76.377945","3498","3"
"659.004028","2382.34","57.108315","3498","3"
"659.00415","2380.81","77.482758","3498","3"
"659.004395","2376.22","82.537949","3498","3"
"659.004883","2365.46","77.803673","3498","3"
"659.004883","2370.08","83.028648","3498","3"
"659.00531","2379.28","54.892376","3498","3"
"659.006165","2357.6","30.289396","3498","3"
"659.009766","2291.61","1.298337","0","0"
"659.010742","2297.8","2.558585","0","0"
"659.013977","2356.0","7.863963","3498","3"
"659.014099","2294.7","3.138862","0","0"
"659.014526","2290.07","6.048136","0","0"
"659.021729","2354.41","15.086872","0","0"
"659.023682","2341.6","9.967955","0","0"
"659.028748","2308.82","6.170795","0","0"
"659.028809","2310.4","2.82009","0","0"
"659.03009","2311.98","11.064985","0","0"
"659.030151","2349.6","6.415606","0","0"
"659.030579","2333.71","8.81104","0","0"
"659.031799","2343.2","10.190988","0","0"
"659.032043","2300.92","8.029504","0","0"
"659.033752","2338.42","7.200793","0","0"
"659.034973","2288.54","6.470022","0","0"
"659.035156","2324.37","14.688086","0","0"
"659.036438","2351.21","11.696161","0","0"
"659.036987","2329.03","14.780693","0","0"
"659.037354","2304.06","8.495526","0","0"
"659.037537","2336.85","6.524447","0","0"
"659.037842","2297.8","9.851946","0","0"
"659.03833","2335.28","20.862682","0","0"
"659.038696","2302.49","7.574365","0","0"
"659.03894","2307.23","8.388598","0","0"
"659.039185","2340.01","18.207819","0","0"
"659.039185","2344.81","11.297153","0","0"
"659.039429","2322.82","13.542094","0","0"
"659.039612","2305.65","5.770801","0","0"
"659.039673","2315.09","13.059874","0","0"
"659.039734","2325.93","23.646141","0","0"
"659.039795","2287.0","8.499193","0","0"
"659.040405","2299.35","10.506643","0","0"
"659.04071","2285.46","7.833697","0","0"
"659.04071","2330.57","16.690115","0","0"
"659.040771","2294.7","9.415004","0","0"
"659.040894","2296.25","11.270007","0","0"
"659.041687","2293.16","6.914344","0","0"
"659.041687","2319.73","5.372621","0","0"
"659.042786","2332.14","15.056316","0","0"
"659.042908","2321.27","27.055435","0","0"
"659.043091","2318.19","19.243378","0","0"
"659.043274","2356.0","2.404519","0","0"
"659.043518","2291.61","11.892145","0","0"
"659.045166","2327.47","24.424086","0","0"
"659.045166","2352.81","6.647785","0","0"
"659.045776","2348.01","9.552807","0","0"
"659.048218","2357.6","2.889053","0","0"
"659.049255","2316.64","9.458521","0","0"
"659.049377","2313.54","13.97596","0","0"
"659.05011","2368.54","11.699903","0","0"
"659.050232","2374.69","8.742278","0","0"
"659.051147","2362.38","8.483684","0","0"
"659.052002","2359.19","1.893161","0","0"
"659.055786","2376.22","11.94118","0","0"
"659.057068","2310.4","9.386072","0","0"
"659.057678","2370.08","5.485474","0","0"
"659.058411","2338.42","7.366007","0","0"
"659.059753","2382.34","8.533788","0","0"
"659.059875","2346.41","1.530493","0","0"
"659.060608","2343.2","1.008243","0","0"
"659.061279","2377.75","3.13716","0","0"
"659.06366","2373.15","4.824347","0","0"
"659.065308","2319.73","7.520132","0","0"
"659.065613","2367.0","10.606592","0","0"
"659.066589","2290.07","7.035941","0","0"
"659.067505","2285.46","1.74086","0","0"
"659.067505","2322.82","2.899621","0","0"
"659.067993","2360.79","3.340269","0","0"
"659.070007","2344.81","2.919582","0","0"
"659.070435","2371.62","3.073709","0","0"
"659.070801","2287.0","3.012051","0","0"
"659.071289","2324.37","1.436212","0","0"
"659.072449","2297.8","1.423156","0","0"
"659.072632","2357.6","2.041887","0","0"
"659.076294","2330.57","1.131566","0","0"
"659.081604","2294.7","1.668343","0","0"
"659.083679","2343.2","1.751773","0","0"
"659.083801","2374.69","5.030076","0","0"
"659.083923","2296.25","4.098341","0","0"
"659.086365","2371.62","2.194245","0","0"
"659.088501","2316.64","2.660283","0","0"
"659.088623","2365.46","5.85371","0","0"
"659.090576","2349.6","4.515456","0","0"
"659.09082","2379.28","11.809055","0","0"
"659.091431","2368.54","1.465248","0","0"
"659.091492","2354.41","4.633317","0","0"
"659.091553","2346.41","5.480198","0","0"
"659.09198","2352.81","2.961326","0","0"
"659.095581","2373.15","5.857429","0","0"
"659.095825","2322.82","1.936747","0","0"
"659.095825","2380.81","2.930505","0","0"
"659.098022","2297.8","2.888451","0","0"
"659.099304","2377.75","5.019578","0","0"
"659.09967","2327.47","2.986741","0","0"
"659.099915","2348.01","4.111081","0","0"
"659.100464","2357.6","1.418105","0","0"
"659.10199","2360.79","4.076622","0","0"
"659.102051","2330.57","3.536221","0","0"
"659.102112","2324.37","4.497342","0","0"
"659.105164","2329.03","1.037291","0","0"
"659.106079","2340.01","1.730025","0","0"
"659.106384","2293.16","2.230538","0","0"
"659.109314","2376.22","4.646086","0","0"
"659.109497","2287.0","1.095325","0","0"
"659.110901","2351.21","1.726412","0","0"
"659.111328","2335.28","2.589611","0","0"
"659.112671","2370.08","5.861096","0","0"
"659.113037","2363.92","1.465272","0","0"
"659.113281","2367.0","1.09714","0","0"
"659.114868","2332.14","5.657993","0","0"
"659.115112","2371.62","3.663195","0","0"
"659.115417","2368.54","4.024066","0","0"
"659.115479","2319.73","2.143511","0","0"
"659.116455","2310.4","3.481862","0","0"
"659.118408","2362.38","2.194286","0","0"
"659.118408","2382.34","9.190589","0","0"
"659.119202","2307.23","2.843513","0","0"
"659.119812","2294.7","6.064233","0","0"
"659.123535","2316.64","1.182382","0","0"
"659.12439","2305.65","2.263196","0","0"
"659.125671","2322.82","1.93316","0","0"
"659.12793","2299.35","2.335754","0","0"
"659.129272","2365.46","4.760387","0","0"
"659.131348","2344.81","4.443021","0","0"
"659.131897","2318.19","10.850018","0","0"
"659.133118","2338.42","1.655711","0","0"
"659.134338","2321.27","3.264269","0","0"
"659.134766","2324.37","2.992265","0","0"
"659.135864","2297.8","1.46167","0","0"
"659.135986","2336.85","1.507006","0","0"
"659.136902","2291.61","1.726438","0","0"
"659.141663","2374.69","4.738658","0","0"
"659.149963","2316.64","3.251615","0","0"
"659.151794","2330.57","3.772099","0","0"
"659.152039","2308.82","1.655735","0","0"
"659.153137","2352.81","1.69019","0","0"
"659.155029","2325.93","1.478015","0","0"
"659.155151","2304.06","3.072062","0","0"
"659.155396","2370.08","1.463503","0","0"
"659.156555","2302.49","2.974153","0","0"
"659.159302","2367.0","9.524578","0","0"
"659.160339","2341.6","1.030078","0","0"
"659.161438","2332.14","1.74461","0","0"
"659.161743","2340.01","2.310427","0","0"
"659.16333","2368.54","1.097181","0","0"
"659.164246","2349.6","4.530178","0","0"
"659.165955","2336.85","1.672073","0","0"
"659.168152","2362.38","2.927031","0","0"
"659.169373","2321.27","1.305742","0","0"
"659.169495","2318.19","2.450077","0","0"
"659.170166","2311.98","5.123223","0","0"
"659.170776","2343.2","1.88245","0","0"
"659.171021","2354.41","4.020973","0","0"
"659.174194","2365.46","2.930676","0","0"
"659.174988","2344.81","2.995971","0","0"
"659.175293","2335.28","4.25092","0","0"
"659.175537","2351.21","5.054337","0","0"
"659.17572","2379.28","3.8302","0","0"
"659.176147","2374.69","1.458086","0","0"
"659.176514","2363.92","2.198014","0","0"
"659.178589","2360.79","12.246835","0","0"
"659.179565","2285.46","1.392803","0","0"
"659.180054","2356.0","1.838939","0","0"
"659.180115","2324.37","4.196545","0","0"
"659.18158","2299.35","2.669545","0","0"
"659.181885","2348.01","4.723937","0","0"
"659.183472","2377.75","1.568721","0","0"
"659.184387","2341.6","1.397889","0","0"
"659.184692","2380.81","6.216831","0","0"
"659.184753","2352.81","1.867959","0","0"
"659.185608","2359.19","8.032183","0","0"
"659.186035","2325.93","1.773658","0","0"
"659.186157","2338.42","4.508494","0","0"
"659.186646","2316.64","4.848004","0","0"
"659.187012","2382.34","2.62603","0","0"
"659.187622","2349.6","2.397529","0","0"
"659.188293","2294.7","6.490726","0","0"
"659.189331","2362.38","6.143656","0","0"
"659.189453","2346.41","8.041348","0","0"
"659.189758","2307.23","8.244416","0","0"
"659.18988","2332.14","5.451574","0","0"
"659.190369","2327.47","9.508511","0","0"
"659.19104","2308.82","5.208207","0","0"
"659.191406","2340.01","2.605006","0","0"
"659.191895","2368.54","7.684054","0","0"
"659.193176","2315.09","13.072173","0","0"
"659.193359","2300.92","5.859648","0","0"
"659.19342","2304.06","3.910029","0","0"
"659.193787","2330.57","9.43052","0","0"
"659.194031","2293.16","7.138214","0","0"
"659.194702","2319.73","16.463497","0","0"
"659.194763","2354.41","1.191515","0","0"
"659.195068","2297.8","5.473339","0","0"
"659.195374","2343.2","1.75735","0","0"
"659.195496","2318.19","6.300358","0","0"
"659.195618","2290.07","6.78627","0","0"
"659.196045","2322.82","10.322721","0","0"
"659.196106","2370.08","1.465363","0","0"
"659.196289","2336.85","1.681178","0","0"
"659.196899","2311.98","3.688803","0","0"
"659.198364","2324.37","6.296725","0","0"
"659.198669","2291.61","7.021437","0","0"
"659.19989","2335.28","4.613732","0","0"
"659.203491","2374.69","4.738874","0","0"
"659.204163","2299.35","2.499118","0","0"
"659.205505","2351.21","2.660526","0","0"
"659.206299","2321.27","8.790429","0","0"
"659.207458","2373.15","6.951451","0","0"
"659.207458","2380.81","1.463562","0","0"
"659.207886","2379.28","5.10706","0","0"
"659.208374","2325.93","4.138604","0","0"
"659.209534","2332.14","1.178473","0","0"
"659.213196","2294.7","2.002221","0","0"
"659.214539","2285.46","4.642808","0","0"
"659.215454","2329.03","6.483593","0","0"
"659.215759","2367.0","5.125198","0","0"
"659.216125","2319.73","2.858239","0","0"
"659.216309","2313.54","12.040412","0","0"
"659.21814","2305.65","4.243802","0","0"
"659.218384","2310.4","14.604837","0","0"
"659.218445","2382.34","4.923906","0","0"
"659.218506","2333.71","7.17276","0","0"
"659.218811","2296.25","3.074049","0","0"
"659.222412","2290.07","1.403732","0","0"
"659.224915","2377.75","7.843837","0","0"
"659.226624","2311.98","2.746167","0","0"
"659.228821","2376.22","10.613239","0","0"
"659.229492","2325.93","4.434307","0","0"
"659.230164","2291.61","1.947829","0","0"
"659.231323","2318.19","1.750139","0","0"
"659.231445","2287.0","6.526807","0","0"
"659.232239","2341.6","2.733111","0","0"
"659.2323","2371.62","16.084984","0","0"
"659.232666","2308.82","4.064321","0","0"
"659.232788","2297.8","3.319279","0","0"
"659.232849","2327.47","1.632258","0","0"
"659.232971","2380.81","3.656254","0","0"
"659.233032","2357.6","13.307534","0","0"
"659.233704","2322.82","7.091248","0","0"
"659.234924","2344.81","5.839853","0","0"
"659.234985","2293.16","1.204606","0","0"
"659.235107","2367.0","4.757128","0","0"
"659.235229","2365.46","11.336921","0","0"
"659.235352","2316.64","6.799271","0","0"
"659.235352","2321.27","1.303634","0","0"
"659.235474","2363.92","14.628617","0","0"
"659.236389","2330.57","5.234112","0","0"
"659.236511","2300.92","4.851445","0","0"
"659.236511","2343.2","5.919659","0","0"
"659.237183","2354.41","7.675225","0","0"
"659.237488","2356.0","9.477981","0","0"
"659.23761","2352.81","10.83272","0","0"
"659.237976","2299.35","4.499604","0","0"
"659.238586","2307.23","7.24361","0","0"
"659.238647","2336.85","3.584811","0","0"
"659.238953","2335.28","13.105272","0","0"
"659.239197","2338.42","7.960007","0","0"
"659.239258","2379.28","6.383974","0","0"
"659.240112","2332.14","5.890672","0","0"
"659.240112","2346.41","5.631317","0","0"
"659.240662","2351.21","6.779344","0","0"
"659.240906","2374.69","9.837132","0","0"
"659.241333","2348.01","9.697491","0","0"
"659.241394","2360.79","9.802262","0","0"
"659.245239","2304.06","6.412981","0","0"
"659.245667","2333.71","3.893875","0","0"
"659.245911","2324.37","7.620879","0","0"
"659.249512","2370.08","4.753543","0","0"
"659.252258","2368.54","19.378716","0","0"
"659.258728","2373.15","10.606586","0","0"
"659.25885","2382.34","18.711454","0","0"
"659.26062","2365.46","3.291778","0","0"
"659.26709","2362.38","20.479937","0","0"
"659.269409","2379.28","10.852999","0","0"
"659.27063","2287.0","21.114708","0","0"
"659.270935","2359.19","21.521","0","0"
"659.271118","2367.0","16.089025","0","0"
"659.27124","2357.6","7.851379","0","0"
"659.271362","2370.08","12.793626","0","0"
"659.272034","2374.69","8.0128","0","0"
"659.272827","2380.81","17.537434","0","0"
"659.273743","2302.49","39.836342","3514","6"
"659.273804","2297.8","17.03438","0","0"
"659.274719","2311.98","29.717178","3514","6"
"659.275269","2371.62","8.047278","0","0"
"659.275452","2299.35","17.979033","0","0"
"659.275696","2376.22","6.30324","0","0"
"659.276611","2329.03","28.269749","3514","6"
"659.276855","2285.46","17.121058","0","0"
"659.276855","2343.2","15.997112","0","0"
"659.276978","2313.54","36.313286","3514","6"
"659.277161","2377.75","9.412971","0","0"
"659.278198","2315.09","27.005707","3514","6"
"659.278259","2356.0","13.007735","0","0"
"659.278381","2327.47","43.446835","3514","6"
"659.278625","2296.25","22.953873","0","0"
"659.278625","2300.92","31.96829","3514","6"
"659.278748","2293.16","17.400404","0","0"
"659.279419","2318.19","34.422295","3514","6"
"659.279602","2307.23","26.757387","3514","6"
"659.279602","2319.73","42.742767","3514","6"
"659.280273","2341.6","29.665789","0","0"
"659.280273","2363.92","12.434596","0","0"
"659.280396","2335.28","16.607191","0","0"
"659.280457","2340.01","44.674706","0","0"
"659.280701","2325.93","30.44636","3514","6"
"659.280762","2344.81","21.328953","0","0"
"659.281128","2368.54","6.576435","0","0"
"659.281189","2304.06","19.070328","3514","6"
"659.281555","2346.41","15.938719","0","0"
"659.281799","2322.82","38.036552","3514","6"
"659.282043","2332.14","26.597391","3514","6"
"659.282349","2360.79","7.053784","0","0"
"659.282471","2294.7","34.530846","0","0"
"659.282471","2310.4","30.637529","3514","6"
"659.282776","2351.21","17.046886","0","0"
"659.282959","2333.71","21.806358","0","0"
"659.28302","2349.6","31.715786","0","0"
"659.283447","2352.81","17.382759","0","0"
"659.284607","2308.82","27.981634","3514","6"
"659.285339","2354.41","19.025631","0","0"
"659.285706","2336.85","19.767403","0","0"
"659.285828","2365.46","9.128304","0","0"
"659.286194","2324.37","32.687786","3514","6"
"659.286316","2316.64","26.927177","3514","6"
"659.286682","2305.65","26.514706","3514","6"
"659.287292","2338.42","29.409143","0","0"
"659.28949","2291.61","24.612562","0","0"
"659.291504","2373.15","4.748269","0","0"
"659.292786","2330.57","40.819229","3514","6"
"659.293152","2321.27","52.789734","3514","6"
"659.293396","2290.07","22.563456","0","0"
